Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-08-17 00:00:00,Sweden,North Central Sweden,SE-SE2,0.59,16.34,99.96,99.96,entsoe.eu,false,
2024-08-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.62,16.14,99.95,99.73,entsoe.eu,false,
2024-08-19 00:00:00,Sweden,North Central Sweden,SE-SE2,0.73,16.13,99.93,99.39,entsoe.eu,false,
2024-08-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.56,15.68,99.95,99.69,entsoe.eu,false,
2024-08-21 00:00:00,Sweden,North Central Sweden,SE-SE2,1.01,15.99,99.87,98.81,entsoe.eu,false,
2024-08-22 00:00:00,Sweden,North Central Sweden,SE-SE2,0.98,16.59,99.88,99.06,entsoe.eu,false,
2024-08-23 00:00:00,Sweden,North Central Sweden,SE-SE2,0.60,17.00,99.96,99.94,entsoe.eu,false,
2024-08-24 00:00:00,Sweden,North Central Sweden,SE-SE2,1.41,19.52,99.84,98.71,entsoe.eu,false,
2024-08-25 00:00:00,Sweden,North Central Sweden,SE-SE2,0.79,15.50,99.90,96.43,entsoe.eu,false,
2024-08-26 00:00:00,Sweden,North Central Sweden,SE-SE2,0.85,15.26,99.88,98.90,entsoe.eu,false,
2024-08-27 00:00:00,Sweden,North Central Sweden,SE-SE2,0.92,15.15,99.86,98.88,entsoe.eu,false,
2024-08-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.72,14.91,99.91,99.20,entsoe.eu,false,
2024-08-29 00:00:00,Sweden,North Central Sweden,SE-SE2,0.45,14.02,99.95,99.60,entsoe.eu,false,
2024-08-30 00:00:00,Sweden,North Central Sweden,SE-SE2,1.66,16.95,99.73,97.25,entsoe.eu,false,
2024-08-31 00:00:00,Sweden,North Central Sweden,SE-SE2,0.38,14.42,99.96,99.76,entsoe.eu,false,
2024-09-01 00:00:00,Sweden,North Central Sweden,SE-SE2,0.36,13.94,99.97,99.77,entsoe.eu,false,
2024-09-02 00:00:00,Sweden,North Central Sweden,SE-SE2,0.40,13.45,99.95,99.80,entsoe.eu,false,
2024-09-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.44,13.85,99.94,99.93,entsoe.eu,false,
2024-09-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.31,13.53,99.97,99.94,entsoe.eu,false,
2024-09-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.28,12.92,99.97,99.90,entsoe.eu,false,
2024-09-06 00:00:00,Sweden,North Central Sweden,SE-SE2,0.41,13.22,99.94,99.82,entsoe.eu,false,
2024-09-07 00:00:00,Sweden,North Central Sweden,SE-SE2,0.29,12.89,99.97,99.73,entsoe.eu,false,
2024-09-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.17,12.87,99.99,99.97,entsoe.eu,false,
2024-09-09 00:00:00,Sweden,North Central Sweden,SE-SE2,0.19,13.22,99.98,99.96,entsoe.eu,false,
2024-09-10 00:00:00,Sweden,North Central Sweden,SE-SE2,0.21,13.76,99.99,99.99,entsoe.eu,false,
2024-09-11 00:00:00,Sweden,North Central Sweden,SE-SE2,0.14,12.44,99.98,99.98,entsoe.eu,false,
2024-09-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.04,12.03,100.00,100.00,entsoe.eu,false,
2024-09-13 00:00:00,Sweden,North Central Sweden,SE-SE2,0.13,11.63,99.98,99.98,entsoe.eu,false,
2024-09-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.10,11.86,99.99,99.98,entsoe.eu,false,
2024-09-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.08,11.81,99.99,99.98,entsoe.eu,false,
2024-09-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.32,12.25,99.94,99.94,entsoe.eu,false,
2024-09-17 00:00:00,Sweden,North Central Sweden,SE-SE2,0.31,12.30,99.95,99.94,entsoe.eu,false,
2024-09-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.04,11.74,100.00,100.00,entsoe.eu,false,
2024-09-19 00:00:00,Sweden,North Central Sweden,SE-SE2,0.08,11.80,99.99,99.99,entsoe.eu,false,
2024-09-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.07,11.81,100.00,100.00,entsoe.eu,false,
2024-09-21 00:00:00,Sweden,North Central Sweden,SE-SE2,0.05,11.85,100.00,99.99,entsoe.eu,false,
2024-09-22 00:00:00,Sweden,North Central Sweden,SE-SE2,0.08,11.21,99.99,99.98,entsoe.eu,false,
2024-09-23 00:00:00,Sweden,North Central Sweden,SE-SE2,0.28,11.85,99.94,99.91,entsoe.eu,false,
2024-09-24 00:00:00,Sweden,North Central Sweden,SE-SE2,0.19,12.14,99.97,99.91,entsoe.eu,false,
2024-09-25 00:00:00,Sweden,North Central Sweden,SE-SE2,0.13,12.37,99.99,99.95,entsoe.eu,false,
2024-09-26 00:00:00,Sweden,North Central Sweden,SE-SE2,0.10,12.03,99.99,99.96,entsoe.eu,false,
2024-09-27 00:00:00,Sweden,North Central Sweden,SE-SE2,0.07,11.92,100.00,99.98,entsoe.eu,false,
2024-09-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.05,11.75,100.00,100.00,entsoe.eu,false,
2024-09-29 00:00:00,Sweden,North Central Sweden,SE-SE2,0.03,12.04,100.00,100.00,entsoe.eu,false,
2024-09-30 00:00:00,Sweden,North Central Sweden,SE-SE2,0.09,11.84,99.99,99.99,entsoe.eu,false,
2024-10-01 00:00:00,Sweden,North Central Sweden,SE-SE2,0.38,12.10,99.91,99.91,entsoe.eu,false,
2024-10-02 00:00:00,Sweden,North Central Sweden,SE-SE2,0.75,12.87,99.83,99.83,entsoe.eu,false,
2024-10-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.54,12.50,99.87,99.87,entsoe.eu,false,
2024-10-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.33,12.17,99.93,99.93,entsoe.eu,false,
2024-10-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.52,12.27,99.88,99.88,entsoe.eu,false,
2024-10-06 00:00:00,Sweden,North Central Sweden,SE-SE2,0.42,12.25,99.91,99.91,entsoe.eu,false,
2024-10-07 00:00:00,Sweden,North Central Sweden,SE-SE2,0.68,13.19,99.86,99.86,entsoe.eu,false,
2024-10-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.43,12.83,99.92,99.87,entsoe.eu,false,
2024-10-09 00:00:00,Sweden,North Central Sweden,SE-SE2,0.14,12.45,99.99,99.95,entsoe.eu,false,
2024-10-10 00:00:00,Sweden,North Central Sweden,SE-SE2,0.50,13.18,99.91,99.88,entsoe.eu,false,
2024-10-11 00:00:00,Sweden,North Central Sweden,SE-SE2,0.22,12.61,99.96,99.95,entsoe.eu,false,
2024-10-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.13,12.28,99.98,99.98,entsoe.eu,false,
2024-10-13 00:00:00,Sweden,North Central Sweden,SE-SE2,0.33,12.55,99.93,99.92,entsoe.eu,false,
2024-10-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.45,12.48,99.90,99.90,entsoe.eu,false,
2024-10-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.35,12.42,99.92,99.92,entsoe.eu,false,
2024-10-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.09,12.12,99.99,99.99,entsoe.eu,false,
2024-10-17 00:00:00,Sweden,North Central Sweden,SE-SE2,0.24,12.54,99.97,99.69,entsoe.eu,false,
2024-10-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.19,12.01,99.97,99.90,entsoe.eu,false,
2024-10-19 00:00:00,Sweden,North Central Sweden,SE-SE2,0.16,11.93,99.98,99.90,entsoe.eu,false,
2024-10-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.57,13.17,99.91,99.21,entsoe.eu,false,
2024-10-21 00:00:00,Sweden,North Central Sweden,SE-SE2,0.14,12.74,99.99,99.88,entsoe.eu,false,
2024-10-22 00:00:00,Sweden,North Central Sweden,SE-SE2,0.24,12.58,99.97,99.72,entsoe.eu,false,
2024-10-23 00:00:00,Sweden,North Central Sweden,SE-SE2,0.12,12.53,99.99,99.90,entsoe.eu,false,
2024-10-24 00:00:00,Sweden,North Central Sweden,SE-SE2,0.17,12.32,99.97,99.91,entsoe.eu,false,
2024-10-25 00:00:00,Sweden,North Central Sweden,SE-SE2,0.29,12.36,99.94,99.93,entsoe.eu,false,
2024-10-26 00:00:00,Sweden,North Central Sweden,SE-SE2,0.26,12.19,99.95,99.95,entsoe.eu,false,
2024-10-27 00:00:00,Sweden,North Central Sweden,SE-SE2,0.27,12.78,99.97,99.65,entsoe.eu,false,
2024-10-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.07,12.33,100.00,100.00,entsoe.eu,false,
2024-10-29 00:00:00,Sweden,North Central Sweden,SE-SE2,0.16,12.65,99.98,99.91,entsoe.eu,false,
2024-10-30 00:00:00,Sweden,North Central Sweden,SE-SE2,0.58,13.45,99.92,99.20,entsoe.eu,false,
2024-10-31 00:00:00,Sweden,North Central Sweden,SE-SE2,0.34,12.42,99.94,99.88,entsoe.eu,false,
2024-11-01 00:00:00,Sweden,North Central Sweden,SE-SE2,0.08,12.17,100.00,100.00,entsoe.eu,false,
2024-11-02 00:00:00,Sweden,North Central Sweden,SE-SE2,0.11,12.54,99.99,99.98,entsoe.eu,false,
2024-11-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.10,12.23,99.99,99.99,entsoe.eu,false,
2024-11-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.29,12.42,99.95,99.92,entsoe.eu,false,
2024-11-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.10,12.37,99.99,99.98,entsoe.eu,false,
2024-11-06 00:00:00,Sweden,North Central Sweden,SE-SE2,0.25,12.51,99.95,99.95,entsoe.eu,false,
2024-11-07 00:00:00,Sweden,North Central Sweden,SE-SE2,0.13,12.35,99.98,99.98,entsoe.eu,false,
2024-11-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.52,13.17,99.89,99.84,entsoe.eu,false,
2024-11-09 00:00:00,Sweden,North Central Sweden,SE-SE2,1.13,14.00,99.78,99.27,entsoe.eu,false,
2024-11-10 00:00:00,Sweden,North Central Sweden,SE-SE2,1.03,13.75,99.77,99.77,entsoe.eu,false,
2024-11-11 00:00:00,Sweden,North Central Sweden,SE-SE2,1.14,14.08,99.75,99.75,entsoe.eu,false,
2024-11-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.54,13.16,99.89,99.89,entsoe.eu,false,
2024-11-13 00:00:00,Sweden,North Central Sweden,SE-SE2,0.61,13.48,99.89,99.62,entsoe.eu,false,
2024-11-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.48,13.22,99.90,99.86,entsoe.eu,false,
2024-11-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.58,13.44,99.88,99.78,entsoe.eu,false,
2024-11-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.90,14.27,99.85,99.14,entsoe.eu,false,
2024-11-17 00:00:00,Sweden,North Central Sweden,SE-SE2,0.29,12.77,99.96,99.80,entsoe.eu,false,
2024-11-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.70,13.60,99.86,99.86,entsoe.eu,false,
2024-11-19 00:00:00,Sweden,North Central Sweden,SE-SE2,1.32,15.40,99.73,99.73,entsoe.eu,false,
2024-11-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.49,13.54,99.92,99.91,entsoe.eu,false,
2024-11-21 00:00:00,Sweden,North Central Sweden,SE-SE2,0.20,13.29,99.98,99.97,entsoe.eu,false,
2024-11-22 00:00:00,Sweden,North Central Sweden,SE-SE2,0.31,13.05,99.95,99.95,entsoe.eu,false,
2024-11-23 00:00:00,Sweden,North Central Sweden,SE-SE2,0.17,12.81,99.98,99.98,entsoe.eu,false,
2024-11-24 00:00:00,Sweden,North Central Sweden,SE-SE2,0.79,13.86,99.89,99.17,entsoe.eu,false,
2024-11-25 00:00:00,Sweden,North Central Sweden,SE-SE2,0.26,13.25,99.97,99.86,entsoe.eu,false,
2024-11-26 00:00:00,Sweden,North Central Sweden,SE-SE2,0.55,13.55,99.91,99.71,entsoe.eu,false,
2024-11-27 00:00:00,Sweden,North Central Sweden,SE-SE2,1.07,15.22,99.80,99.80,entsoe.eu,false,
2024-11-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.91,15.19,99.85,99.85,entsoe.eu,false,
2024-11-29 00:00:00,Sweden,North Central Sweden,SE-SE2,0.32,13.27,99.96,99.96,entsoe.eu,false,
2024-11-30 00:00:00,Sweden,North Central Sweden,SE-SE2,0.24,12.84,99.97,99.97,entsoe.eu,false,
2024-12-01 00:00:00,Sweden,North Central Sweden,SE-SE2,0.65,13.80,99.91,99.34,entsoe.eu,false,
2024-12-02 00:00:00,Sweden,North Central Sweden,SE-SE2,1.00,14.36,99.82,99.26,entsoe.eu,false,
2024-12-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.31,12.83,99.94,99.94,entsoe.eu,false,
2024-12-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.63,14.31,99.90,99.90,entsoe.eu,false,
2024-12-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.47,13.76,99.92,99.92,entsoe.eu,false,
2024-12-06 00:00:00,Sweden,North Central Sweden,SE-SE2,0.52,13.07,99.90,99.80,entsoe.eu,false,
2024-12-07 00:00:00,Sweden,North Central Sweden,SE-SE2,0.64,12.98,99.86,99.86,entsoe.eu,false,
2024-12-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.48,12.62,99.89,99.89,entsoe.eu,false,
2024-12-09 00:00:00,Sweden,North Central Sweden,SE-SE2,0.29,12.48,99.94,99.93,entsoe.eu,false,
2024-12-10 00:00:00,Sweden,North Central Sweden,SE-SE2,1.06,14.48,99.79,99.53,entsoe.eu,false,
2024-12-11 00:00:00,Sweden,North Central Sweden,SE-SE2,1.09,14.75,99.79,99.48,entsoe.eu,false,
2024-12-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.91,13.97,99.82,99.68,entsoe.eu,false,
2024-12-13 00:00:00,Sweden,North Central Sweden,SE-SE2,0.34,12.45,99.94,99.94,entsoe.eu,false,
2024-12-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.33,12.52,99.94,99.86,entsoe.eu,false,
2024-12-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.43,12.67,99.93,99.73,entsoe.eu,false,
2024-12-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.07,12.32,100.00,100.00,entsoe.eu,false,
2024-12-17 00:00:00,Sweden,North Central Sweden,SE-SE2,0.50,13.18,99.90,99.90,entsoe.eu,false,
2024-12-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.60,13.21,99.87,99.80,entsoe.eu,false,
2024-12-19 00:00:00,Sweden,North Central Sweden,SE-SE2,0.55,13.12,99.89,99.85,entsoe.eu,false,
2024-12-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.38,12.81,99.92,99.92,entsoe.eu,false,
2024-12-21 00:00:00,Sweden,North Central Sweden,SE-SE2,0.35,12.29,99.93,99.93,entsoe.eu,false,
2024-12-22 00:00:00,Sweden,North Central Sweden,SE-SE2,0.48,12.64,99.90,99.90,entsoe.eu,false,
2024-12-23 00:00:00,Sweden,North Central Sweden,SE-SE2,0.75,13.32,99.84,99.84,entsoe.eu,false,
2024-12-24 00:00:00,Sweden,North Central Sweden,SE-SE2,0.61,13.07,99.87,99.87,entsoe.eu,false,
2024-12-25 00:00:00,Sweden,North Central Sweden,SE-SE2,0.12,12.79,99.99,99.98,entsoe.eu,false,
2024-12-26 00:00:00,Sweden,North Central Sweden,SE-SE2,1.22,14.72,99.82,98.67,entsoe.eu,false,
2024-12-27 00:00:00,Sweden,North Central Sweden,SE-SE2,1.32,14.70,99.79,98.66,entsoe.eu,false,
2024-12-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.17,12.44,99.98,99.90,entsoe.eu,false,
2024-12-29 00:00:00,Sweden,North Central Sweden,SE-SE2,1.10,14.57,99.84,98.93,entsoe.eu,false,
2024-12-30 00:00:00,Sweden,North Central Sweden,SE-SE2,0.59,13.54,99.92,99.46,entsoe.eu,false,
2024-12-31 00:00:00,Sweden,North Central Sweden,SE-SE2,0.40,12.91,99.94,99.69,entsoe.eu,false,
