Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-24 00:00:00,Sweden,North Central Sweden,SE-SE2,0.97,18.22,99.90,99.90,entsoe.eu,false,
2024-01-25 00:00:00,Sweden,North Central Sweden,SE-SE2,1.30,17.91,99.80,99.80,entsoe.eu,false,
2024-01-26 00:00:00,Sweden,North Central Sweden,SE-SE2,1.41,18.34,99.82,99.54,entsoe.eu,false,
2024-01-27 00:00:00,Sweden,North Central Sweden,SE-SE2,0.78,17.13,99.93,99.75,entsoe.eu,false,
2024-01-28 00:00:00,Sweden,North Central Sweden,SE-SE2,1.40,18.16,99.83,99.04,entsoe.eu,false,
2024-01-29 00:00:00,Sweden,North Central Sweden,SE-SE2,2.02,18.53,99.73,98.32,entsoe.eu,false,
2024-01-30 00:00:00,Sweden,North Central Sweden,SE-SE2,1.18,17.25,99.85,99.38,entsoe.eu,false,
2024-01-31 00:00:00,Sweden,North Central Sweden,SE-SE2,0.82,15.47,99.91,99.44,entsoe.eu,false,
2024-02-01 00:00:00,Sweden,North Central Sweden,SE-SE2,2.40,18.81,99.67,98.18,entsoe.eu,false,
2024-02-02 00:00:00,Sweden,North Central Sweden,SE-SE2,1.54,17.66,99.81,98.98,entsoe.eu,false,
2024-02-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.97,17.92,99.91,99.62,entsoe.eu,false,
2024-02-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.61,17.17,99.96,99.96,entsoe.eu,false,
2024-02-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.74,17.66,99.95,99.95,entsoe.eu,false,
2024-02-06 00:00:00,Sweden,North Central Sweden,SE-SE2,1.02,18.40,99.91,99.91,entsoe.eu,false,
2024-02-07 00:00:00,Sweden,North Central Sweden,SE-SE2,1.21,17.54,99.82,99.82,entsoe.eu,false,
2024-02-08 00:00:00,Sweden,North Central Sweden,SE-SE2,1.06,16.91,99.84,99.84,entsoe.eu,false,
2024-02-09 00:00:00,Sweden,North Central Sweden,SE-SE2,1.12,17.18,99.83,99.83,entsoe.eu,false,
2024-02-10 00:00:00,Sweden,North Central Sweden,SE-SE2,1.58,18.83,99.75,99.75,entsoe.eu,false,
2024-02-11 00:00:00,Sweden,North Central Sweden,SE-SE2,1.56,19.02,99.75,99.75,entsoe.eu,false,
2024-02-12 00:00:00,Sweden,North Central Sweden,SE-SE2,1.36,18.22,99.79,99.79,entsoe.eu,false,
2024-02-13 00:00:00,Sweden,North Central Sweden,SE-SE2,1.15,17.27,99.86,99.65,entsoe.eu,false,
2024-02-14 00:00:00,Sweden,North Central Sweden,SE-SE2,1.65,18.24,99.75,99.47,entsoe.eu,false,
2024-02-15 00:00:00,Sweden,North Central Sweden,SE-SE2,1.24,17.52,99.81,99.81,entsoe.eu,false,
2024-02-16 00:00:00,Sweden,North Central Sweden,SE-SE2,1.27,17.36,99.85,99.40,entsoe.eu,false,
2024-02-17 00:00:00,Sweden,North Central Sweden,SE-SE2,1.51,17.28,99.80,98.87,entsoe.eu,false,
2024-02-18 00:00:00,Sweden,North Central Sweden,SE-SE2,1.21,16.55,99.85,99.32,entsoe.eu,false,
2024-02-19 00:00:00,Sweden,North Central Sweden,SE-SE2,1.05,16.76,99.85,99.85,entsoe.eu,false,
2024-02-20 00:00:00,Sweden,North Central Sweden,SE-SE2,1.34,17.70,99.78,99.78,entsoe.eu,false,
2024-02-21 00:00:00,Sweden,North Central Sweden,SE-SE2,1.32,17.70,99.79,99.79,entsoe.eu,false,
2024-02-22 00:00:00,Sweden,North Central Sweden,SE-SE2,1.09,17.44,99.86,99.62,entsoe.eu,false,
2024-02-23 00:00:00,Sweden,North Central Sweden,SE-SE2,1.48,18.26,99.81,99.02,entsoe.eu,false,
2024-02-24 00:00:00,Sweden,North Central Sweden,SE-SE2,1.32,16.98,99.83,98.81,entsoe.eu,false,
2024-02-25 00:00:00,Sweden,North Central Sweden,SE-SE2,1.67,16.60,99.76,98.21,entsoe.eu,false,
2024-02-26 00:00:00,Sweden,North Central Sweden,SE-SE2,0.87,16.39,99.90,99.74,entsoe.eu,false,
2024-02-27 00:00:00,Sweden,North Central Sweden,SE-SE2,0.74,16.45,99.92,99.90,entsoe.eu,false,
2024-02-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.68,16.19,99.93,99.80,entsoe.eu,false,
2024-02-29 00:00:00,Sweden,North Central Sweden,SE-SE2,1.15,16.91,99.86,99.10,entsoe.eu,false,
2024-03-01 00:00:00,Sweden,North Central Sweden,SE-SE2,1.04,16.51,99.86,99.50,entsoe.eu,false,
2024-03-02 00:00:00,Sweden,North Central Sweden,SE-SE2,1.37,17.59,99.77,99.77,entsoe.eu,false,
2024-03-03 00:00:00,Sweden,North Central Sweden,SE-SE2,1.56,17.91,99.73,99.73,entsoe.eu,false,
2024-03-04 00:00:00,Sweden,North Central Sweden,SE-SE2,1.81,18.19,99.66,99.66,entsoe.eu,false,
2024-03-05 00:00:00,Sweden,North Central Sweden,SE-SE2,1.68,18.32,99.70,99.70,entsoe.eu,false,
2024-03-06 00:00:00,Sweden,North Central Sweden,SE-SE2,1.56,18.20,99.74,99.74,entsoe.eu,false,
2024-03-07 00:00:00,Sweden,North Central Sweden,SE-SE2,1.04,17.10,99.85,99.85,entsoe.eu,false,
2024-03-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.94,16.75,99.88,99.88,entsoe.eu,false,
2024-03-09 00:00:00,Sweden,North Central Sweden,SE-SE2,1.23,18.42,99.84,99.84,entsoe.eu,false,
2024-03-10 00:00:00,Sweden,North Central Sweden,SE-SE2,1.13,19.51,99.90,99.90,entsoe.eu,false,
2024-03-11 00:00:00,Sweden,North Central Sweden,SE-SE2,0.99,17.95,99.90,99.90,entsoe.eu,false,
2024-03-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.98,17.65,99.89,99.89,entsoe.eu,false,
2024-03-13 00:00:00,Sweden,North Central Sweden,SE-SE2,1.35,17.46,99.77,99.77,entsoe.eu,false,
2024-03-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.99,18.15,99.91,99.70,entsoe.eu,false,
2024-03-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.92,17.64,99.91,99.83,entsoe.eu,false,
2024-03-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.78,17.87,99.94,99.90,entsoe.eu,false,
2024-03-17 00:00:00,Sweden,North Central Sweden,SE-SE2,1.26,19.22,99.86,99.75,entsoe.eu,false,
2024-03-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.76,17.46,99.94,99.93,entsoe.eu,false,
2024-03-19 00:00:00,Sweden,North Central Sweden,SE-SE2,1.08,17.81,99.87,99.79,entsoe.eu,false,
2024-03-20 00:00:00,Sweden,North Central Sweden,SE-SE2,1.56,18.21,99.77,99.54,entsoe.eu,false,
2024-03-21 00:00:00,Sweden,North Central Sweden,SE-SE2,1.07,15.91,99.81,99.81,entsoe.eu,false,
2024-03-22 00:00:00,Sweden,North Central Sweden,SE-SE2,1.42,20.06,99.82,99.82,entsoe.eu,false,
2024-03-23 00:00:00,Sweden,North Central Sweden,SE-SE2,2.13,23.49,99.77,97.30,entsoe.eu,false,
2024-03-24 00:00:00,Sweden,North Central Sweden,SE-SE2,1.88,23.78,99.80,99.33,entsoe.eu,false,
2024-03-25 00:00:00,Sweden,North Central Sweden,SE-SE2,1.61,20.58,99.78,99.78,entsoe.eu,false,
2024-03-26 00:00:00,Sweden,North Central Sweden,SE-SE2,1.59,19.74,99.76,99.76,entsoe.eu,false,
2024-03-27 00:00:00,Sweden,North Central Sweden,SE-SE2,1.50,19.21,99.80,99.64,entsoe.eu,false,
2024-03-28 00:00:00,Sweden,North Central Sweden,SE-SE2,1.38,21.49,99.87,99.87,entsoe.eu,false,
2024-03-29 00:00:00,Sweden,North Central Sweden,SE-SE2,1.65,20.55,99.80,99.50,entsoe.eu,false,
2024-03-30 00:00:00,Sweden,North Central Sweden,SE-SE2,3.95,23.24,99.45,97.57,entsoe.eu,false,
2024-03-31 00:00:00,Sweden,North Central Sweden,SE-SE2,3.53,23.29,99.54,98.14,entsoe.eu; Electricity Maps Estimation,false,
2024-04-01 00:00:00,Sweden,North Central Sweden,SE-SE2,1.83,21.98,99.82,99.45,entsoe.eu,false,
2024-04-02 00:00:00,Sweden,North Central Sweden,SE-SE2,1.09,20.79,99.93,99.93,entsoe.eu,false,
2024-04-03 00:00:00,Sweden,North Central Sweden,SE-SE2,1.21,16.60,99.85,99.50,entsoe.eu,false,
2024-04-04 00:00:00,Sweden,North Central Sweden,SE-SE2,1.22,17.53,99.80,99.80,entsoe.eu,false,
2024-04-05 00:00:00,Sweden,North Central Sweden,SE-SE2,1.43,20.92,99.84,99.84,entsoe.eu,false,
2024-04-06 00:00:00,Sweden,North Central Sweden,SE-SE2,1.60,22.03,99.82,99.82,entsoe.eu,false,
2024-04-07 00:00:00,Sweden,North Central Sweden,SE-SE2,1.41,21.03,99.84,99.72,entsoe.eu,false,
2024-04-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.95,18.34,99.90,99.90,entsoe.eu,false,
2024-04-09 00:00:00,Sweden,North Central Sweden,SE-SE2,1.37,19.14,99.80,99.80,entsoe.eu,false,
2024-04-10 00:00:00,Sweden,North Central Sweden,SE-SE2,0.72,17.64,99.95,99.89,entsoe.eu,false,
2024-04-11 00:00:00,Sweden,North Central Sweden,SE-SE2,0.75,17.26,99.94,99.81,entsoe.eu,false,
2024-04-12 00:00:00,Sweden,North Central Sweden,SE-SE2,1.06,17.04,99.83,99.83,entsoe.eu,false,
2024-04-13 00:00:00,Sweden,North Central Sweden,SE-SE2,1.11,18.77,99.88,98.69,entsoe.eu,false,
2024-04-14 00:00:00,Sweden,North Central Sweden,SE-SE2,1.06,18.76,99.90,98.75,entsoe.eu,false,
2024-04-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.94,17.20,99.90,99.78,entsoe.eu,false,
2024-04-16 00:00:00,Sweden,North Central Sweden,SE-SE2,1.26,19.34,99.85,99.85,entsoe.eu,false,
2024-04-17 00:00:00,Sweden,North Central Sweden,SE-SE2,1.14,18.48,99.86,99.86,entsoe.eu,false,
2024-04-18 00:00:00,Sweden,North Central Sweden,SE-SE2,1.48,20.10,99.80,99.79,entsoe.eu,false,
2024-04-19 00:00:00,Sweden,North Central Sweden,SE-SE2,1.30,19.20,99.83,99.83,entsoe.eu,false,
2024-04-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.80,17.68,99.93,99.93,entsoe.eu,false,
2024-04-21 00:00:00,Sweden,North Central Sweden,SE-SE2,1.32,19.82,99.84,99.84,entsoe.eu,false,
2024-04-22 00:00:00,Sweden,North Central Sweden,SE-SE2,1.99,20.56,99.69,99.55,entsoe.eu,false,
2024-04-23 00:00:00,Sweden,North Central Sweden,SE-SE2,1.64,20.17,99.74,99.74,entsoe.eu,false,
2024-04-24 00:00:00,Sweden,North Central Sweden,SE-SE2,1.84,20.32,99.70,99.70,entsoe.eu,false,
2024-04-25 00:00:00,Sweden,North Central Sweden,SE-SE2,1.83,19.12,99.66,99.66,entsoe.eu,false,
2024-04-26 00:00:00,Sweden,North Central Sweden,SE-SE2,1.43,18.78,99.78,99.78,entsoe.eu,false,
2024-04-27 00:00:00,Sweden,North Central Sweden,SE-SE2,1.42,20.28,99.83,99.83,entsoe.eu,false,
2024-04-28 00:00:00,Sweden,North Central Sweden,SE-SE2,1.50,22.42,99.87,99.74,entsoe.eu,false,
2024-04-29 00:00:00,Sweden,North Central Sweden,SE-SE2,1.41,19.76,99.81,99.80,entsoe.eu,false,
2024-04-30 00:00:00,Sweden,North Central Sweden,SE-SE2,0.98,18.39,99.91,99.90,entsoe.eu,false,
2024-05-01 00:00:00,Sweden,North Central Sweden,SE-SE2,1.38,20.20,99.87,97.33,entsoe.eu,false,
2024-05-02 00:00:00,Sweden,North Central Sweden,SE-SE2,0.79,17.15,99.93,99.87,entsoe.eu,false,
2024-05-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.56,14.32,99.92,99.92,entsoe.eu,false,
2024-05-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.79,14.15,99.90,99.64,entsoe.eu,false,
2024-05-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.39,13.82,99.95,99.95,entsoe.eu,false,
2024-05-06 00:00:00,Sweden,North Central Sweden,SE-SE2,1.25,17.57,99.79,99.79,entsoe.eu,false,
2024-05-07 00:00:00,Sweden,North Central Sweden,SE-SE2,0.96,15.42,99.82,99.82,entsoe.eu,false,
2024-05-08 00:00:00,Sweden,North Central Sweden,SE-SE2,1.10,15.18,99.78,99.78,entsoe.eu,false,
2024-05-09 00:00:00,Sweden,North Central Sweden,SE-SE2,0.84,16.71,99.89,99.89,entsoe.eu,false,
2024-05-10 00:00:00,Sweden,North Central Sweden,SE-SE2,1.15,17.09,99.88,99.36,entsoe.eu,false,
2024-05-11 00:00:00,Sweden,North Central Sweden,SE-SE2,1.20,18.55,99.88,99.34,entsoe.eu,false,
2024-05-12 00:00:00,Sweden,North Central Sweden,SE-SE2,1.03,18.64,99.92,97.76,entsoe.eu,false,
2024-05-13 00:00:00,Sweden,North Central Sweden,SE-SE2,0.84,17.16,99.92,99.92,entsoe.eu,false,
2024-05-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.93,16.53,99.91,99.56,entsoe.eu,false,
2024-05-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.91,16.35,99.91,99.59,entsoe.eu,false,
2024-05-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.58,15.96,99.96,99.96,entsoe.eu,false,
2024-05-17 00:00:00,Sweden,North Central Sweden,SE-SE2,0.52,15.47,99.96,99.82,entsoe.eu,false,
2024-05-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.81,16.30,99.92,98.75,entsoe.eu,false,
2024-05-19 00:00:00,Sweden,North Central Sweden,SE-SE2,0.69,15.95,99.93,99.20,entsoe.eu,false,
2024-05-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.58,15.44,99.95,99.58,entsoe.eu,false,
2024-05-21 00:00:00,Sweden,North Central Sweden,SE-SE2,0.46,14.97,99.97,99.97,entsoe.eu,false,
2024-05-22 00:00:00,Sweden,North Central Sweden,SE-SE2,0.44,14.97,99.97,99.96,entsoe.eu,false,
2024-05-23 00:00:00,Sweden,North Central Sweden,SE-SE2,0.51,15.28,99.96,99.77,entsoe.eu,false,
2024-05-24 00:00:00,Sweden,North Central Sweden,SE-SE2,0.66,14.99,99.93,99.34,entsoe.eu,false,
2024-05-25 00:00:00,Sweden,North Central Sweden,SE-SE2,0.56,15.28,99.95,99.69,entsoe.eu,false,
2024-05-26 00:00:00,Sweden,North Central Sweden,SE-SE2,0.73,16.88,99.94,99.69,entsoe.eu,false,
2024-05-27 00:00:00,Sweden,North Central Sweden,SE-SE2,0.60,15.41,99.94,99.46,entsoe.eu,false,
2024-05-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.67,15.06,99.92,99.07,entsoe.eu,false,
2024-05-29 00:00:00,Sweden,North Central Sweden,SE-SE2,0.44,14.55,99.96,99.89,entsoe.eu,false,
2024-05-30 00:00:00,Sweden,North Central Sweden,SE-SE2,0.31,12.94,99.97,99.81,entsoe.eu,false,
2024-05-31 00:00:00,Sweden,North Central Sweden,SE-SE2,0.37,13.93,99.97,99.89,entsoe.eu,false,
2024-06-01 00:00:00,Sweden,North Central Sweden,SE-SE2,0.45,14.68,99.97,99.85,entsoe.eu,false,
2024-06-02 00:00:00,Sweden,North Central Sweden,SE-SE2,0.64,15.71,99.94,99.59,entsoe.eu,false,
2024-06-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.65,15.07,99.92,99.74,entsoe.eu,false,
2024-06-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.53,14.93,99.95,99.89,entsoe.eu,false,
2024-06-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.49,15.19,99.96,99.80,entsoe.eu,false,
2024-06-06 00:00:00,Sweden,North Central Sweden,SE-SE2,0.45,14.78,99.97,99.85,entsoe.eu,false,
2024-06-07 00:00:00,Sweden,North Central Sweden,SE-SE2,0.49,14.33,99.95,99.65,entsoe.eu,false,
2024-06-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.60,15.80,99.95,99.73,entsoe.eu,false,
2024-06-09 00:00:00,Sweden,North Central Sweden,SE-SE2,0.56,16.08,99.96,99.84,entsoe.eu,false,
2024-06-10 00:00:00,Sweden,North Central Sweden,SE-SE2,0.57,14.65,99.94,99.72,entsoe.eu,false,
2024-06-11 00:00:00,Sweden,North Central Sweden,SE-SE2,1.06,14.91,99.80,99.74,entsoe.eu,false,
2024-06-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.34,12.09,99.93,99.93,entsoe.eu,false,
2024-06-13 00:00:00,Sweden,North Central Sweden,SE-SE2,0.70,12.60,99.85,99.84,entsoe.eu,false,
2024-06-14 00:00:00,Sweden,North Central Sweden,SE-SE2,1.08,13.63,99.77,99.61,entsoe.eu,false,
2024-06-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.39,13.98,99.97,98.64,entsoe.eu,false,
2024-06-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.75,16.36,99.92,99.82,entsoe.eu,false,
2024-06-17 00:00:00,Sweden,North Central Sweden,SE-SE2,1.64,15.95,99.66,99.40,entsoe.eu,false,
2024-06-18 00:00:00,Sweden,North Central Sweden,SE-SE2,1.22,15.83,99.79,99.50,entsoe.eu,false,
2024-06-19 00:00:00,Sweden,North Central Sweden,SE-SE2,0.65,15.27,99.91,99.69,entsoe.eu,false,
2024-06-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.74,16.40,99.92,99.46,entsoe.eu,false,
2024-06-21 00:00:00,Sweden,North Central Sweden,SE-SE2,0.58,15.80,99.95,99.52,entsoe.eu,false,
2024-06-22 00:00:00,Sweden,North Central Sweden,SE-SE2,1.01,17.27,99.90,98.39,entsoe.eu,false,
2024-06-23 00:00:00,Sweden,North Central Sweden,SE-SE2,1.31,18.05,99.84,99.04,entsoe.eu,false,
2024-06-24 00:00:00,Sweden,North Central Sweden,SE-SE2,1.23,16.33,99.80,98.84,entsoe.eu,false,
2024-06-25 00:00:00,Sweden,North Central Sweden,SE-SE2,1.35,17.47,99.81,97.17,entsoe.eu,false,
2024-06-26 00:00:00,Sweden,North Central Sweden,SE-SE2,1.52,17.15,99.73,98.76,entsoe.eu,false,
2024-06-27 00:00:00,Sweden,North Central Sweden,SE-SE2,1.07,16.74,99.85,99.15,entsoe.eu,false,
2024-06-28 00:00:00,Sweden,North Central Sweden,SE-SE2,1.08,15.08,99.81,97.89,entsoe.eu,false,
2024-06-29 00:00:00,Sweden,North Central Sweden,SE-SE2,1.01,15.57,99.85,97.27,entsoe.eu,false,
2024-06-30 00:00:00,Sweden,North Central Sweden,SE-SE2,2.13,17.40,99.60,96.03,entsoe.eu,false,
2024-07-01 00:00:00,Sweden,North Central Sweden,SE-SE2,1.78,15.55,99.63,98.37,entsoe.eu,false,
2024-07-02 00:00:00,Sweden,North Central Sweden,SE-SE2,1.12,15.18,99.82,96.59,entsoe.eu,false,
2024-07-03 00:00:00,Sweden,North Central Sweden,SE-SE2,1.61,16.50,99.68,99.34,entsoe.eu,false,
2024-07-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.94,16.76,99.89,98.56,entsoe.eu,false,
2024-07-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.95,18.12,99.91,99.04,entsoe.eu,false,
2024-07-06 00:00:00,Sweden,North Central Sweden,SE-SE2,1.84,21.79,99.78,96.67,entsoe.eu,false,
2024-07-07 00:00:00,Sweden,North Central Sweden,SE-SE2,1.66,21.35,99.82,97.01,entsoe.eu,false,
2024-07-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.53,14.17,99.94,99.02,entsoe.eu,false,
2024-07-09 00:00:00,Sweden,North Central Sweden,SE-SE2,0.60,14.99,99.94,99.38,entsoe.eu,false,
2024-07-10 00:00:00,Sweden,North Central Sweden,SE-SE2,0.78,17.49,99.94,99.63,entsoe.eu,false,
2024-07-11 00:00:00,Sweden,North Central Sweden,SE-SE2,1.32,18.15,99.84,97.32,entsoe.eu,false,
2024-07-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.87,16.98,99.92,98.99,entsoe.eu,false,
2024-07-13 00:00:00,Sweden,North Central Sweden,SE-SE2,1.62,21.56,99.83,96.27,entsoe.eu,false,
2024-07-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.98,18.79,99.91,99.02,entsoe.eu,false,
2024-07-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.82,17.48,99.94,99.46,entsoe.eu,false,
2024-07-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.29,13.22,99.98,99.82,entsoe.eu,false,
2024-07-17 00:00:00,Sweden,North Central Sweden,SE-SE2,0.19,12.73,99.98,99.74,entsoe.eu,false,
2024-07-18 00:00:00,Sweden,North Central Sweden,SE-SE2,0.16,12.69,99.99,99.91,entsoe.eu,false,
2024-07-19 00:00:00,Sweden,North Central Sweden,SE-SE2,0.11,12.52,99.99,99.97,entsoe.eu,false,
2024-07-20 00:00:00,Sweden,North Central Sweden,SE-SE2,0.54,14.51,99.95,98.75,entsoe.eu,false,
2024-07-21 00:00:00,Sweden,North Central Sweden,SE-SE2,0.31,13.77,99.98,99.94,entsoe.eu,false,
2024-07-22 00:00:00,Sweden,North Central Sweden,SE-SE2,0.14,12.25,99.99,99.92,entsoe.eu,false,
2024-07-23 00:00:00,Sweden,North Central Sweden,SE-SE2,0.41,14.25,99.97,99.71,entsoe.eu,false,
2024-07-24 00:00:00,Sweden,North Central Sweden,SE-SE2,0.35,14.10,99.98,99.96,entsoe.eu,false,
2024-07-25 00:00:00,Sweden,North Central Sweden,SE-SE2,0.32,13.71,99.98,99.98,entsoe.eu,false,
2024-07-26 00:00:00,Sweden,North Central Sweden,SE-SE2,0.44,14.92,99.97,99.82,entsoe.eu,false,
2024-07-27 00:00:00,Sweden,North Central Sweden,SE-SE2,0.65,16.57,99.96,99.94,entsoe.eu,false,
2024-07-28 00:00:00,Sweden,North Central Sweden,SE-SE2,0.63,17.26,99.96,99.96,entsoe.eu,false,
2024-07-29 00:00:00,Sweden,North Central Sweden,SE-SE2,0.43,15.34,99.97,99.85,entsoe.eu,false,
2024-07-30 00:00:00,Sweden,North Central Sweden,SE-SE2,0.46,15.07,99.97,99.96,entsoe.eu,false,
2024-07-31 00:00:00,Sweden,North Central Sweden,SE-SE2,0.36,14.59,99.98,99.94,entsoe.eu,false,
2024-08-01 00:00:00,Sweden,North Central Sweden,SE-SE2,0.24,13.86,99.99,99.96,entsoe.eu,false,
2024-08-02 00:00:00,Sweden,North Central Sweden,SE-SE2,0.38,14.24,99.97,99.74,entsoe.eu,false,
2024-08-03 00:00:00,Sweden,North Central Sweden,SE-SE2,0.46,14.71,99.97,99.82,entsoe.eu,false,
2024-08-04 00:00:00,Sweden,North Central Sweden,SE-SE2,0.52,15.26,99.97,99.43,entsoe.eu,false,
2024-08-05 00:00:00,Sweden,North Central Sweden,SE-SE2,0.53,15.43,99.97,99.97,entsoe.eu,false,
2024-08-06 00:00:00,Sweden,North Central Sweden,SE-SE2,0.64,15.36,99.93,99.93,entsoe.eu,false,
2024-08-07 00:00:00,Sweden,North Central Sweden,SE-SE2,0.42,14.61,99.97,99.95,entsoe.eu,false,
2024-08-08 00:00:00,Sweden,North Central Sweden,SE-SE2,0.65,15.62,99.93,99.46,entsoe.eu,false,
2024-08-09 00:00:00,Sweden,North Central Sweden,SE-SE2,0.76,16.37,99.92,99.46,entsoe.eu,false,
2024-08-10 00:00:00,Sweden,North Central Sweden,SE-SE2,1.05,20.07,99.92,97.23,entsoe.eu,false,
2024-08-11 00:00:00,Sweden,North Central Sweden,SE-SE2,0.63,17.37,99.96,99.93,entsoe.eu,false,
2024-08-12 00:00:00,Sweden,North Central Sweden,SE-SE2,0.40,15.12,99.98,99.98,entsoe.eu,false,
2024-08-13 00:00:00,Sweden,North Central Sweden,SE-SE2,0.78,15.94,99.90,99.90,entsoe.eu,false,
2024-08-14 00:00:00,Sweden,North Central Sweden,SE-SE2,0.44,15.11,99.97,99.97,entsoe.eu,false,
2024-08-15 00:00:00,Sweden,North Central Sweden,SE-SE2,0.67,15.95,99.93,99.47,entsoe.eu,false,
2024-08-16 00:00:00,Sweden,North Central Sweden,SE-SE2,0.61,16.07,99.95,99.72,entsoe.eu,false,
